"appl_type","appl_no","product_no","patent_no","patexpstr","patexp","drugsub","drugprod","patuse","delist"
"N",22291,1,"7790704","May 24, 2021",5/24/2021,,,"U-1714",
"N",22291,1,"7790704","May 24, 2021",5/24/2021,,,"U-930",
"N",207027,1,"7790704","May 24, 2021",5/24/2021,,,"U-1736",
"N",22291,1,"7790704*PED","Nov 24, 2021",11/24/2021,,,,
"N",207027,1,"7790704*PED","Nov 24, 2021",11/24/2021,,,,
"N",50808,1,"7790705","Jun 24, 2025",6/24/2025,,,"U-1078",
"N",201922,1,"7790705","Jun 24, 2025",6/24/2025,,,"U-124",
"N",208073,1,"7790743","Nov 5, 2024",11/5/2024,,,"U-1880",
"N",22287,1,"7790755","Aug 2, 2026",8/2/2026,,"Y",,
"N",22287,1,"7790755*PED","Feb 2, 2027",2/2/2027,,,,
"N",19430,1,"7794432","Sep 11, 2025",9/11/2025,,"Y",,
"N",21758,1,"7794738","Sep 11, 2022",9/11/2022,,,"U-1084",
"N",22011,1,"7795238","Aug 10, 2019",8/10/2019,,,"U-999",
"N",22154,1,"7795238","Aug 10, 2019",8/10/2019,,,"U-999",
"N",22291,1,"7795293","May 21, 2023",5/21/2023,,,"U-1306",
"N",22291,1,"7795293","May 21, 2023",5/21/2023,,,"U-1575",
"N",22291,1,"7795293","May 21, 2023",5/21/2023,,,"U-1714",
"N",22291,1,"7795293","May 21, 2023",5/21/2023,,,"U-930",
"N",207027,1,"7795293","May 24, 2023",5/24/2023,,,"U-1736",
"N",22291,1,"7795293*PED","Nov 21, 2023",11/21/2023,,,,
"N",207027,1,"7795293*PED","Nov 24, 2023",11/24/2023,,,,
"N",50818,1,"7795316","Aug 3, 2028",8/3/2028,,"Y","U-1082",
"N",22067,1,"7799331","Oct 11, 2028",10/11/2028,,"Y","U-1068",
"N",22067,1,"7799331","Oct 11, 2028",10/11/2028,,"Y","U-139",
"N",21897,1,"7799345","May 25, 2020",5/25/2020,,"Y",,
"N",201656,1,"7799761","Sep 26, 2024",9/26/2024,,"Y",,
"N",21633,1,"7799771","Dec 21, 2021",12/21/2021,,"Y",,
"N",208745,1,"7799897","Jun 9, 2022",6/9/2022,"Y",,,
"N",21747,1,"7802568","Feb 26, 2019",2/26/2019,,"Y",,
"N",21936,1,"7802568","Feb 26, 2019",2/26/2019,,"Y",,
"N",203108,1,"7802568","Feb 26, 2019",2/26/2019,,"Y",,
"N",206756,1,"7802568","Feb 26, 2019",2/26/2019,,"Y",,
"N",21936,1,"7802568*PED","Aug 26, 2019",8/26/2019,,,,
"N",206756,1,"7802568*PED","Aug 26, 2019",8/26/2019,,,,
"N",208743,1,"7803770","Mar 26, 2028",3/26/2028,,,"U-2009",
"N",207561,1,"7803788","Feb 2, 2022",2/2/2022,,,"U-257",
"N",208215,1,"7803788","Feb 2, 2022",2/2/2022,,,"U-257",
"N",208351,1,"7803788","Feb 2, 2022",2/2/2022,,,"U-257",
"N",208464,1,"7803788","Feb 2, 2022",2/2/2022,,,"U-999",
"N",206302,1,"7803838","Aug 29, 2026",8/29/2026,,"Y",,
"N",206192,1,"7803839","Feb 1, 2027",2/1/2027,"Y","Y",,
"N",204063,1,"7803840","Apr 1, 2018",4/1/2018,,,"U-1385",
"N",22572,1,"7806265","Feb 1, 2029",2/1/2029,,"Y",,
"N",204677,1,"7807135","Mar 18, 2029",3/18/2029,"Y","Y","U-1497",
"N",202971,1,"7807680","Oct 19, 2024",10/19/2024,,"Y",,
"N",22271,1,"7807689","Jun 27, 2028",6/27/2028,"Y","Y","U-1337",
"N",22426,1,"7807689","Jun 27, 2028",6/27/2028,"Y","Y","U-1337",
"N",203414,1,"7807689","Jun 27, 2028",6/27/2028,"Y","Y","U-1337",
"N",22030,1,"7807715","Jun 7, 2027",6/7/2027,,"Y","U-913",
"N",22377,1,"7811254","Aug 26, 2027",8/26/2027,,"Y","U-1083",
"N",208552,1,"7812049","May 2, 2028",5/2/2028,,,"U-1959",
"N",205098,1,"7814943","Nov 19, 2027",11/19/2027,,"Y","U-1461",
"N",22321,1,"7815934","Dec 12, 2027",12/12/2027,,"Y",,
"N",207621,1,"7815934","Dec 12, 2027",12/12/2027,,"Y",,
"N",21641,1,"7815942","Aug 27, 2027",8/27/2027,"Y","Y","U-219",
"N",205435,1,"7816379","Feb 23, 2028",2/23/2028,"Y","Y","U-282",
"N",205436,1,"7816379","Feb 23, 2028",2/23/2028,"Y","Y","U-282",
"N",22535,1,"7816383","Jan 8, 2030",1/8/2030,,,"U-1603",
"N",208780,1,"7816383","Jan 8, 2030",1/8/2030,,,"U-2042",
"N",208780,1,"7816383","Jan 8, 2030",1/8/2030,,,"U-2050",
"N",22571,1,"7816396","Aug 20, 2023",8/20/2023,,,"U-1076",
"N",206317,1,"7816404","Apr 17, 2029",4/17/2029,,"Y","U-1656",
"N",22320,1,"7820186","Nov 23, 2025",11/23/2025,,"Y",,
"N",21605,1,"7820199","Mar 28, 2022",3/28/2022,,"Y",,
"N",21605,1,"7820199*PED","Sep 28, 2022",9/28/2022,,,,
"N",21777,1,"7820203","Nov 14, 2023",11/14/2023,,"Y",,
"N",206510,1,"7820660","Apr 25, 2023",4/25/2023,"Y",,,
"N",201917,1,"7820671","Feb 25, 2025",2/25/2025,"Y","Y",,
"N",22352,1,"7820681","Feb 17, 2029",2/17/2029,,,"U-1020",
"N",207930,1,"7820694","Jun 2, 2020",6/2/2020,,"Y","U-1773",
"N",21660,1,"7820788","Oct 27, 2024",10/27/2024,,"Y","U-1092",
"N",21660,1,"7820788","Oct 27, 2024",10/27/2024,,"Y","U-1290",
"N",21660,1,"7820788","Oct 27, 2024",10/27/2024,,"Y","U-1434",
"N",202570,1,"7825137","May 12, 2027",5/12/2027,,,"U-1179",
"N",22411,1,"7829120","Mar 27, 2027",3/27/2027,,"Y","U-796",
"N",21777,1,"7829121","Nov 14, 2023",11/14/2023,,,"U-1088",
"N",21688,1,"7829595","Sep 22, 2026",9/22/2026,,"Y","U-1098",
"N",20983,1,"7832351","Jun 19, 2023",6/19/2023,,"Y",,
"N",21254,1,"7832351","Jun 19, 2023",6/19/2023,,"Y",,
"N",21433,1,"7832351","Jun 19, 2023",6/19/2023,,"Y",,
"N",20983,1,"7832351*PED","Dec 19, 2023",12/19/2023,,,,
"N",21254,1,"7832351*PED","Dec 19, 2023",12/19/2023,,,,
"N",21433,1,"7832351*PED","Dec 19, 2023",12/19/2023,,,,
"N",22567,1,"7834020","Jun 5, 2022",6/5/2022,"Y","Y","U-839",
"N",21862,1,"7834059","Jan 31, 2027",1/31/2027,,,"U-1095",
"N",21753,1,"7834060","Mar 12, 2023",3/12/2023,,,"U-1078",
"N",21747,1,"7837235","Mar 13, 2028",3/13/2028,,"Y",,
"N",21936,1,"7837235","Mar 13, 2028",3/13/2028,,"Y",,
"N",203108,1,"7837235","Mar 13, 2028",3/13/2028,,"Y",,
"N",206756,1,"7837235","Mar 13, 2028",3/13/2028,,"Y",,
"N",21936,1,"7837235*PED","Sep 13, 2028",9/13/2028,,,,
"N",206756,1,"7837235*PED","Sep 13, 2028",9/13/2028,,,,
"N",22020,1,"7838027","Sep 30, 2024",9/30/2024,,"Y","U-859",
"N",22020,1,"7838027*PED","Mar 30, 2025",3/30/2025,,,,
"N",21282,1,"7838032","Apr 28, 2020",4/28/2020,,"Y",,
"N",21585,1,"7838032","Apr 28, 2020",4/28/2020,,"Y",,
"N",21620,1,"7838032","Apr 28, 2020",4/28/2020,,"Y",,
"N",206302,1,"7838552","Oct 4, 2027",10/4/2027,,,"U-185",
"N",21753,1,"7838558","Mar 12, 2023",3/12/2023,,"Y",,
"N",202317,1,"7838564","Mar 7, 2026",3/7/2026,,"Y",,
"N",209531,1,"7838657","Jul 11, 2027",7/11/2027,"Y",,,
"N",205098,1,"7842282","May 26, 2020",5/26/2020,,,"U-1461",
"N",205098,1,"7842283","May 26, 2020",5/26/2020,,"Y",,
"N",22427,1,"7842714","Aug 15, 2029",8/15/2029,"Y","Y",,
"N",205003,1,"7846961","Oct 5, 2029",10/5/2029,"Y","Y","U-3",
"N",203441,1,"7847061","Nov 1, 2025",11/1/2025,,,"U-1320",
"N",209401,1,"7850990","Jan 23, 2027",1/23/2027,,"Y","U-2090",
"N",201655,1,"7851482","Jul 10, 2029",7/10/2029,"Y",,,
"N",202293,1,"7851502","Aug 19, 2028",8/19/2028,,"Y",,
"N",22184,1,"7851504","Jun 13, 2027",6/13/2027,"Y","Y",,
"N",21196,1,"7851506","Dec 22, 2019",12/22/2019,,,"U-1101",
"N",21196,1,"7851506","Dec 22, 2019",12/22/2019,,,"U-1102",
"N",21991,1,"7851509","Feb 21, 2024",2/21/2024,,"Y","U-892",
"N",21840,1,"7855190","Dec 5, 2028",12/5/2028,,,"U-1",
"N",22262,1,"7855190","Dec 5, 2028",12/5/2028,,,"U-1",
"N",21880,1,"7855217","Nov 24, 2024",11/24/2024,"Y","Y",,
"N",22030,1,"7855230","May 11, 2019",5/11/2019,,,"U-913",
"N",22370,1,"7858118","Apr 11, 2022",4/11/2022,,"Y","U-1104",
"N",22285,1,"7858122","Sep 17, 2028",9/17/2028,,"Y",,
"N",22011,1,"7858594","Sep 11, 2023",9/11/2023,"Y","Y","U-999",
"N",22154,1,"7858594","Sep 11, 2023",9/11/2023,"Y","Y","U-999",
"N",21840,1,"7858605","Jun 23, 2023",6/23/2023,,"Y",,
"N",22262,1,"7858605","Jun 23, 2023",6/23/2023,,"Y",,
"N",202570,1,"7858643","Oct 8, 2029",10/8/2029,"Y","Y",,
"N",21902,1,"7858662","Oct 2, 2026",10/2/2026,,"Y","U-172",
"N",207318,1,"7858789","Dec 13, 2020",12/13/2020,"Y","Y",,
"N",21947,1,"7862832","Jun 15, 2028",6/15/2028,,"Y",,
"N",21947,1,"7862833","Jun 15, 2028",6/15/2028,,"Y",,
"N",201699,1,"7863249","Jul 31, 2027",7/31/2027,"Y","Y",,
"N",21441,1,"7863287","Feb 28, 2027",2/28/2027,,"Y",,
"N",202429,1,"7863288","Jun 20, 2029",6/20/2029,"Y","Y",,
"N",21695,1,"7863331","Aug 8, 2020",8/8/2020,,,"U-1106",
"N",21695,1,"7863331","Aug 8, 2020",8/8/2020,,,"U-1107",
"N",22512,1,"7866474","Aug 31, 2027",8/31/2027,,"Y",,"Y"
"N",206143,1,"7867996","Feb 22, 2026",2/22/2026,"Y","Y","U-1694",
"N",21753,1,"7868044","Mar 12, 2023",3/12/2023,,,"U-1078",
"N",22180,1,"7871597","Mar 8, 2020",3/8/2020,"Y","Y",,
"N",202317,1,"7872050","Jul 8, 2029",7/8/2029,,,"U-1427",
"N",20785,1,"7874984","Aug 28, 2018",8/28/2018,,,"U-1109",
"N",20785,1,"7874984","Aug 28, 2018",8/28/2018,,,"U-371",
"N",20785,1,"7874984","Aug 28, 2018",8/28/2018,,,"U-442",
"N",20785,1,"7874984","Aug 28, 2018",8/28/2018,,,"U-732",
"N",20785,1,"7874984","Aug 28, 2018",8/28/2018,,,"U-733",
"N",21428,1,"7875292","May 17, 2019",5/17/2019,,"Y",,
"N",208056,1,"7875292","May 17, 2019",5/17/2019,,"Y",,
"N",21428,1,"7875292*PED","Nov 17, 2019",11/17/2019,,,,
"N",208056,1,"7875292*PED","Nov 17, 2019",11/17/2019,,,,
"N",22055,1,"7875630","Feb 14, 2027",2/14/2027,"Y",,,
"N",21642,1,"7879349","Aug 1, 2024",8/1/2024,,"Y","U-1152",
"N",21821,1,"7879828","Feb 5, 2029",2/5/2029,,"Y",,
"N",206143,1,"7879842","Feb 22, 2026",2/22/2026,"Y","Y","U-1694",
"N",22202,1,"7884095","Feb 24, 2029",2/24/2029,,,"U-1111",
"N",202497,1,"7887836","Mar 31, 2020",3/31/2020,,,"U-1271",
"N",50797,1,"7887844","Feb 14, 2024",2/14/2024,,"Y",,
"N",22187,1,"7887845","Mar 25, 2019",3/25/2019,,"Y",,
"N",20866,1,"7888310","Jul 25, 2023",7/25/2023,,,"U-1433",
"N",22256,1,"7888342","Nov 5, 2021",11/5/2021,,,"U-882",
"N",205422,1,"7888362","Feb 23, 2027",2/23/2027,"Y",,,
"N",203388,1,"7888364","Nov 11, 2028",11/11/2028,"Y","Y",,
"N",205755,1,"7893074","Apr 25, 2026",4/25/2026,"Y","Y",,
"N",205223,1,"7893097","Feb 19, 2028",2/19/2028,,"Y",,
"N",205437,1,"7893101","Dec 9, 2023",12/9/2023,"Y","Y",,
"N",21196,1,"7895059","Dec 17, 2022",12/17/2022,,,"U-1110",
"N",21747,1,"7896264","May 26, 2025",5/26/2025,,"Y",,
"N",21936,1,"7896264","May 26, 2025",5/26/2025,,"Y",,
"N",203108,1,"7896264","May 26, 2025",5/26/2025,,"Y",,
"N",206756,1,"7896264","May 26, 2025",5/26/2025,,"Y",,
"N",21936,1,"7896264*PED","Nov 26, 2025",11/26/2025,,,,
"N",22311,1,"7897590","Jul 22, 2023",7/22/2023,,,"U-936",
"N",21923,1,"7897623","Jan 12, 2020",1/12/2020,,"Y",,
"N",22239,1,"7901385","Jul 31, 2026",7/31/2026,,"Y",,
"N",21361,1,"7902206","Jun 19, 2024",6/19/2024,"Y","Y",,
"N",22554,1,"7902206","Jun 19, 2024",6/19/2024,"Y","Y",,
"N",201699,1,"7906489","Mar 4, 2027",3/4/2027,,,"U-319",
"N",22352,1,"7906519","Feb 17, 2029",2/17/2029,,,"U-1116",
"N",21361,1,"7906542","Jun 1, 2025",6/1/2025,"Y","Y",,
"N",22554,1,"7906542","Jun 1, 2025",6/1/2025,"Y","Y",,
"N",202810,1,"7910131","Apr 13, 2027",4/13/2027,,,"U-1298",
"N",22510,1,"7910132","Sep 24, 2019",9/24/2019,,"Y","U-767",
"N",22535,1,"7910610","Jan 8, 2030",1/8/2030,,,"U-1604",
"N",208780,1,"7910610","Jan 8, 2030",1/8/2030,,,"U-2048",
"N",208780,1,"7910610","Jan 8, 2030",1/8/2030,,,"U-2049",
"N",50684,1,"7915229","Apr 14, 2023",4/14/2023,,"Y",,
"N",50750,1,"7915229","Apr 14, 2023",4/14/2023,,"Y",,
"N",21112,1,"7915243","Mar 22, 2026",3/22/2026,,"Y",,
"N",22418,1,"7915247","Aug 20, 2027",8/20/2027,,,"U-1000",
"N",22418,1,"7915247","Aug 20, 2027",8/20/2027,,,"U-1059",
"N",22418,1,"7915247","Aug 20, 2027",8/20/2027,,,"U-1061",
"N",22352,1,"7915269","Feb 17, 2029",2/17/2029,,,"U-1007",
"N",22554,1,"7915275","Feb 23, 2025",2/23/2025,,,"U-1707",
"N",22554,1,"7915275","Feb 23, 2025",2/23/2025,,,"U-1708",
"N",22036,1,"7915307","Aug 24, 2027",8/24/2027,,,"U-620",
"N",201739,1,"7918823","Nov 23, 2024",11/23/2024,,"Y",,
"N",205787,1,"7918823","Nov 23, 2024",11/23/2024,,"Y",,
"N",209862,1,"7918823","Nov 23, 2024",11/23/2024,,"Y",,
"N",21081,1,"7918833","Sep 23, 2027",9/23/2027,,"Y",,
"N",206538,1,"7918833","Sep 23, 2027",9/23/2027,,"Y",,
"N",208673,1,"7918833","Sep 23, 2027",9/23/2027,,"Y",,
"N",21081,1,"7918833*PED","Mar 23, 2028",3/23/2028,,,,
"N",206538,1,"7918833*PED","Mar 23, 2028",3/23/2028,,,,
"N",22251,1,"7919115","Jan 4, 2029",1/4/2029,"Y","Y",,
"N",21574,1,"7919116","Mar 20, 2018",3/20/2018,,"Y",,
"N",22024,1,"7919116","Mar 20, 2018",3/20/2018,,,"U-1120",
"N",22024,1,"7919116","Mar 20, 2018",3/20/2018,,,"U-973",
"N",202799,1,"7919118","May 12, 2024",5/12/2024,"Y","Y",,
"N",202799,1,"7919461","Jun 2, 2026",6/2/2026,,,"U-1238",
"N",50808,1,"7919483","Mar 7, 2027",3/7/2027,,,"U-1078",
"N",201922,1,"7919483","Mar 7, 2027",3/7/2027,,,"U-124",
"N",21897,1,"7919499","Oct 15, 2029",10/15/2029,,,"U-1123",
"N",21897,1,"7919499","Oct 15, 2029",10/15/2029,,,"U-1124",
"N",202293,1,"7919598","Dec 16, 2029",12/16/2029,"Y",,,
"N",205649,1,"7919598","Dec 16, 2029",12/16/2029,"Y",,,
"N",209091,1,"7919598","Dec 16, 2029",12/16/2029,"Y",,,
"N",203341,1,"7919625","Dec 11, 2025",12/11/2025,,"Y",,
"N",21660,1,"7923536","Dec 9, 2023",12/9/2023,,,"U-1117",
"N",21660,1,"7923536","Dec 9, 2023",12/9/2023,,,"U-1290",
"N",21660,1,"7923536","Dec 9, 2023",12/9/2023,,,"U-1434",
"N",207318,1,"7923564","Sep 26, 2025",9/26/2025,"Y","Y",,
"N",22008,1,"7927624","Dec 2, 2021",12/2/2021,,"Y","U-20",
"N",21361,1,"7928115","Jul 24, 2029",7/24/2029,,,"U-1121",
"N",208073,1,"7928122","Nov 5, 2024",11/5/2024,"Y","Y",,
"N",21817,1,"7932241","Feb 5, 2028",2/5/2028,,"Y",,
"N",21817,1,"7932241*PED","Aug 5, 2028",8/5/2028,,,,
"N",203858,1,"7932268","Aug 19, 2027",8/19/2027,,,"U-1316",
"N",22512,1,"7932273","Sep 7, 2025",9/7/2025,"Y","Y",,
"N",21669,1,"7935093","Oct 2, 2027",10/2/2027,,"Y","U-1022",
"N",21454,1,"7935690","Apr 21, 2023",4/21/2023,,,"U-1009",
"N",22352,1,"7935731","Dec 3, 2028",12/3/2028,,,"U-1116",
"N",22554,1,"7935799","Aug 11, 2019",8/11/2019,,,"U-1707",
"N",22554,1,"7935799","Aug 11, 2019",8/11/2019,,,"U-1708",
"N",201820,1,"7939502","Jun 14, 2022",6/14/2022,,,"U-1324",
"N",21112,1,"7939516","May 4, 2025",5/4/2025,,"Y",,
"N",22202,1,"7939518","Feb 24, 2029",2/24/2029,,,"U-980",
"N",22472,1,"7943178","Jun 29, 2020",6/29/2020,,"Y","U-1535",
"N",22472,1,"7943572","Aug 10, 2026",8/10/2026,,,"U-1539",
"N",204042,1,"7943582","Feb 26, 2029",2/26/2029,"Y","Y","U-493",
"N",204353,1,"7943582","Feb 26, 2029",2/26/2029,"Y","Y","U-493",
"N",205879,1,"7943582","Feb 26, 2029",2/26/2029,"Y","Y","U-493",
"N",204370,1,"7943621","Dec 16, 2028",12/16/2028,"Y","Y",,
"N",204042,1,"7943788","Jul 14, 2027",7/14/2027,"Y","Y",,
"N",204353,1,"7943788","Jul 14, 2027",7/14/2027,"Y","Y",,
"N",205879,1,"7943788","Jul 14, 2027",7/14/2027,"Y","Y",,
"N",201739,1,"7947017","Mar 12, 2028",3/12/2028,,"Y",,
"N",205787,1,"7947017","Mar 12, 2028",3/12/2028,,"Y",,
"N",209862,1,"7947017","Mar 12, 2028",3/12/2028,,"Y",,
"N",203491,1,"7947295","Jun 8, 2024",6/8/2024,,"Y",,
"N",22181,1,"7947681","Nov 17, 2024",11/17/2024,,,"U-1156","Y"
"N",22181,1,"7947681*PED","May 17, 2025",5/17/2025,,,,
"N",21372,1,"7947724","Jan 30, 2024",1/30/2024,,"Y",,
"N",21372,1,"7947724*PED","Jul 30, 2024",7/30/2024,,,,
"N",21372,1,"7947725","Jan 30, 2024",1/30/2024,,"Y",,
"N",21372,1,"7947725*PED","Jul 30, 2024",7/30/2024,,,,
"N",22430,1,"7947739","Mar 4, 2025",3/4/2025,,"Y",,
"N",22350,1,"7951400","Nov 30, 2028",11/30/2028,,"Y",,
"N",204569,1,"7951797","Nov 20, 2029",11/20/2029,"Y","Y","U-620",
"N",206544,1,"7955619","Aug 12, 2028",8/12/2028,,"Y",,
"N",209777,1,"7955619","Aug 12, 2028",8/12/2028,,"Y",,
"N",20785,1,"7959566","Oct 23, 2020",10/23/2020,,,"U-1155",
"N",209279,1,"7959945","Dec 28, 2027",12/28/2027,,"Y",,
"N",22024,1,"7959946","Jul 31, 2026",7/31/2026,,"Y",,
"N",205060,1,"7960370","Feb 7, 2025",2/7/2025,,"Y",,
"N",21372,1,"7960424","Jan 30, 2024",1/30/2024,,"Y",,
"N",21372,1,"7960424*PED","Jul 30, 2024",7/30/2024,,,,
"N",22320,1,"7964202","Sep 1, 2024",9/1/2024,,"Y","U-1078",
"N",202344,1,"7964212","Mar 6, 2023",3/6/2023,"Y","Y",,
"N",204671,1,"7964580","Mar 26, 2029",3/26/2029,"Y","Y","U-1470",
"N",205834,1,"7964580","Mar 26, 2029",3/26/2029,"Y","Y","U-1470",
"N",208341,1,"7964580","Mar 26, 2029",3/26/2029,"Y","Y","U-1470",
"N",209195,1,"7964580","Mar 26, 2029",3/26/2029,"Y","Y","U-2039",
"N",209195,1,"7964580","Mar 26, 2029",3/26/2029,"Y","Y","U-2040",
"N",205755,1,"7964592","Jan 13, 2027",1/13/2027,"Y","Y",,
"N",22352,1,"7964647","Oct 6, 2028",10/6/2028,,,"U-1007",
"N",22352,1,"7964648","Oct 6, 2028",10/6/2028,,,"U-1161",
"N",21929,1,"7967011","Aug 11, 2021",8/11/2021,,"Y",,
"N",21929,1,"7967011*PED","Feb 11, 2022",2/11/2022,,,,
"N",208794,1,"7968559","Dec 11, 2027",12/11/2027,,,"U-1979",
"N",21880,1,"7968569","Oct 7, 2023",10/7/2023,,,,
"N",21880,1,"7968569","Oct 7, 2023",10/7/2023,,,"U-1216",
"N",207997,1,"7973031","Oct 17, 2024",10/17/2024,,,"U-2007",
"N",206038,1,"7973038","Nov 8, 2026",11/8/2026,,,"U-1973",
"N",208261,1,"7973040","Jul 24, 2029",7/24/2029,"Y","Y","U-1813",
"N",202278,1,"7973058","Apr 12, 2027",4/12/2027,,,"U-1328",
"N",206099,1,"7975690","Aug 18, 2025",8/18/2025,,"Y","U-1809",
"N",204031,1,"7976870","Jun 1, 2027",6/1/2027,,,"U-1498",
"N",20468,1,"7977045","Jul 3, 2016",7/3/2016,,"Y","U-896",
"N",18613,1,"7977324","Aug 14, 2026",8/14/2026,,"Y",,
"N",22529,1,"7977329","Apr 10, 2023",4/10/2023,"Y","Y","U-1252",
"N",22529,1,"7977329","Apr 10, 2023",4/10/2023,"Y","Y","U-1253",
"N",22529,1,"7977329","Apr 10, 2023",4/10/2023,"Y","Y","U-1254",
"N",22529,1,"7977329","Apr 10, 2023",4/10/2023,"Y","Y","U-1255",
"N",208524,1,"7977329","Apr 10, 2023",4/10/2023,"Y","Y","U-1252",
"N",208524,1,"7977329","Apr 10, 2023",4/10/2023,"Y","Y","U-1253",
"N",208524,1,"7977329","Apr 10, 2023",4/10/2023,"Y","Y","U-1254",
"N",208524,1,"7977329","Apr 10, 2023",4/10/2023,"Y","Y","U-1255",
"N",21861,1,"7977376","Feb 2, 2023",2/2/2023,,"Y",,
"N",21861,1,"7977376*PED","Aug 2, 2023",8/2/2023,,,,
"N",202080,1,"7981439","Nov 26, 2023",11/26/2023,,"Y",,
"N",22076,1,"7981877","Jan 23, 2025",1/23/2025,,"Y",,
"N",206162,1,"7981889","Oct 11, 2024",10/11/2024,"Y","Y",,
"N",208558,1,"7981889","Oct 11, 2024",10/11/2024,"Y","Y",,
"N",206500,1,"7981905","Apr 4, 2027",4/4/2027,,,"U-1741",
"N",21159,1,"7981909","Sep 16, 2017",9/16/2017,,,"U-1162",
"N",22352,1,"7981938","Oct 6, 2028",10/6/2028,,,"U-1166",
"N",208051,1,"7982043","Oct 8, 2025",10/8/2025,,,"U-2043",
"N",202611,1,"7982049","Nov 4, 2023",11/4/2023,,"Y",,
"N",22127,1,"7985418","Oct 27, 2025",10/27/2025,,"Y",,
"N",22030,1,"7985772","May 11, 2019",5/11/2019,"Y","Y","U-913",
"N",21747,1,"7988001","Aug 4, 2021",8/4/2021,,"Y",,
"N",21936,1,"7988001","Aug 4, 2021",8/4/2021,,"Y",,
"N",203108,1,"7988001","Aug 4, 2021",8/4/2021,,"Y",,
"N",206756,1,"7988001","Aug 4, 2021",8/4/2021,,"Y",,
"N",21936,1,"7988001*PED","Feb 4, 2022",2/4/2022,,,,
"N",22535,1,"7988994","Sep 22, 2026",9/22/2026,,"Y","U-1602",
"N",21745,1,"7988998","Oct 27, 2023",10/27/2023,,"Y",,
"N",205832,1,"7989474","Apr 6, 2024",4/6/2024,,,"U-1677",
"N",205353,1,"7989494","Jan 17, 2028",1/17/2028,"Y","Y",,
"N",202806,1,"7994185","Jan 20, 2030",1/20/2030,"Y","Y","U-1406",
"N",202806,1,"7994185","Jan 20, 2030",1/20/2030,"Y","Y","U-2031",
"N",202806,1,"7994185","Jan 20, 2030",1/20/2030,"Y","Y","U-2032",
"N",206406,1,"7994214","Aug 30, 2024",8/30/2024,,"Y",,
"N",22256,1,"7994220","Sep 19, 2029",9/19/2029,,,"U-819",
"N",22304,1,"7994364","Jun 27, 2025",6/27/2025,"Y","Y","U-931",
"N",200533,1,"7994364","Jun 27, 2025",6/27/2025,"Y","Y","U-1178",
"N",200533,1,"7994364","Jun 27, 2025",6/27/2025,"Y","Y","U-1276",
"N",203794,1,"7994364","Jun 27, 2025",6/27/2025,"Y","Y","U-1289",
"N",22502,1,"7998467","May 31, 2028",5/31/2028,,"Y","U-1078",
"N",21272,1,"7999007","Mar 29, 2029",3/29/2029,,"Y","U-1437",
"N",22181,1,"8003126","Nov 16, 2025",11/16/2025,,,,
"N",22181,1,"8003126*PED","May 16, 2026",5/16/2026,,,,
"N",21642,1,"8003353","Aug 1, 2024",8/1/2024,,,"U-817",
"N",207988,1,"8003681","Aug 25, 2025",8/25/2025,"Y",,,
"N",209203,1,"8003681","Aug 25, 2025",8/25/2025,"Y",,,
"N",22187,1,"8003789","Nov 1, 2019",11/1/2019,"Y","Y",,
"N",208462,1,"8003819","Aug 6, 2027",8/6/2027,"Y","Y","U-1780",
"N",205636,1,"8006690","Jun 23, 2021",6/23/2021,,"Y",,
"N",208798,1,"8006690","Jun 23, 2021",6/23/2021,,"Y",,
"N",208799,1,"8006690","Jun 23, 2021",6/23/2021,,"Y",,
"N",22250,1,"8007826","May 26, 2027",5/26/2027,,,"U-1030",
"N",21409,1,"8007830","Oct 24, 2022",10/24/2022,,"Y",,
"N",205552,1,"8008309","Dec 28, 2026",12/28/2026,"Y","Y",,
"N",21528,1,"8008338","May 24, 2027",5/24/2027,"Y","Y","U-1181",
"N",21528,1,"8008338*PED","Nov 24, 2027",11/24/2027,,,,
"N",22535,1,"8013002","Jan 8, 2030",1/8/2030,,,"U-1603",
"N",208780,1,"8013002","Jan 8, 2030",1/8/2030,,,"U-2047",
"N",208780,1,"8013002","Jan 8, 2030",1/8/2030,,,"U-2082",
"N",201739,1,"8016788","Mar 21, 2025",3/21/2025,,"Y",,
"N",205787,1,"8016788","Mar 21, 2025",3/21/2025,,"Y",,
"N",209862,1,"8016788","Mar 21, 2025",3/21/2025,,"Y",,
"N",22410,1,"8017150","Feb 13, 2023",2/13/2023,,"Y",,
"N",21436,1,"8017615","Jun 16, 2024",6/16/2024,,"Y",,
"N",21436,1,"8017615*PED","Dec 16, 2024",12/16/2024,,,,
"N",204824,1,"8021335","Oct 4, 2026",10/4/2026,,"Y",,
"N",201739,1,"8021344","Nov 2, 2029",11/2/2029,,"Y",,
"N",205787,1,"8021344","Nov 2, 2029",11/2/2029,,"Y",,
"N",209862,1,"8021344","Nov 2, 2029",11/2/2029,,"Y",,
"N",21395,1,"8022082","Jan 19, 2026",1/19/2026,,"Y","U-1186",
"N",21395,1,"8022082*PED","Jul 19, 2026",7/19/2026,,,,
"N",21926,1,"8022095","Aug 14, 2017",8/14/2017,,"Y","U-867",
"N",21926,1,"8022095*PED","Feb 14, 2018",2/14/2018,,,,
"N",22430,1,"8022106","Mar 4, 2025",3/4/2025,,,"U-1182",
"N",22117,1,"8022228","Apr 6, 2026",4/6/2026,"Y","Y",,
"N",22117,1,"8022228*PED","Oct 6, 2026",10/6/2026,,,,
